"ID","Name","RA","DEC","Type","Redshift","Host Name","Host Redshift","Source Group","Associated Group/s","Disc. Internal Name","TNS AT","Public","End Prop. Period","Discovery Mag","Discovery Mag Filter","Discovery Date (UT)","Sender","Ext. catalog/s"
"18724","AT 2017blw","11:32:15.98","+17:34:05.91","","","","","Pan-STARRS1","Pan-STARRS1","PS17bna","1","1","","21.07","w-PS1","2017-02-22 09:24:28","PS1_Bot1",""
"18725","AT 2017blx","12:28:00.14","-04:42:29.24","","","","","Pan-STARRS1","Pan-STARRS1","PS17bnv","1","1","","20.42","w-PS1","2017-02-21 12:37:26","PS1_Bot1",""
"18726","AT 2017bly","12:17:14.28","+00:58:55.53","","","","","Pan-STARRS1","Pan-STARRS1","PS17bnu","1","1","","20.36","w-PS1","2017-02-21 11:26:52","PS1_Bot1",""
"18727","AT 2017blz","12:37:59.24","+01:53:20.92","","","","","Pan-STARRS1","Pan-STARRS1","PS17bnd","1","1","","20.59","w-PS1","2017-02-21 11:29:45","PS1_Bot1",""
"18728","AT 2017bma","12:34:27.01","+03:35:59.91","","","","","Pan-STARRS1","Pan-STARRS1","PS17bnc","1","1","","20.77","w-PS1","2017-02-21 11:26:52","PS1_Bot1",""
"18729","AT 2017bmb","12:49:34.98","-00:45:34.81","","","","","Pan-STARRS1","Pan-STARRS1","PS17bnf","1","1","","21.26","w-PS1","2017-02-21 12:47:31","PS1_Bot1",""
"18730","AT 2017bmc","12:48:07.76","+04:47:18.23","","","","","Pan-STARRS1","Pan-STARRS1","PS17bne","1","1","","20.69","w-PS1","2017-02-21 11:34:04","PS1_Bot1",""
"18731","AT 2017bmd","11:08:25.76","-02:06:07.43","","","","","Pan-STARRS1","Pan-STARRS1","PS17bnh","1","1","","20.72","w-PS1","2017-02-22 10:23:31","PS1_Bot1",""
"18732","AT 2017bme","13:56:55.89","-14:13:49.01","","","","","Pan-STARRS1","Pan-STARRS1","PS17bng","1","1","","20.81","w-PS1","2017-02-21 14:05:16","PS1_Bot1",""
"18733","AT 2017bmf","14:38:41.72","-11:08:59.14","","","","","Pan-STARRS1","Pan-STARRS1","PS17bon","1","1","","20.25","w-PS1","2017-02-24 14:42:43","PS1_Bot1",""
"18734","AT 2017bmg","14:37:06.48","-14:52:34.79","","","","","Pan-STARRS1","Pan-STARRS1","PS17bom","1","1","","20.31","w-PS1","2017-02-24 14:44:09","PS1_Bot1",""
"18735","AT 2017bmh","13:02:01.09","-02:23:58.33","","","","","Pan-STARRS1","Pan-STARRS1","PS17bnj","1","1","","20.98","w-PS1","2017-02-22 13:52:19","PS1_Bot1",""
"18736","AT 2017bmi","11:57:56.82","-05:05:37.94","","","","","Pan-STARRS1","Pan-STARRS1","PS17bni","1","1","","21.47","w-PS1","2017-02-22 11:31:12","PS1_Bot1",""
"18737","AT 2017bmj","10:06:54.47","+22:17:35.70","","","","","Pan-STARRS1","Pan-STARRS1","PS17bnk","1","1","","22","w-PS1","2017-02-24 12:08:38","PS1_Bot1",""
"18738","AT 2017bmk","13:59:24.04","-06:07:02.04","","","","","Pan-STARRS1","Pan-STARRS1","PS17bnw","1","1","","20.98","w-PS1","2017-02-22 14:02:24","PS1_Bot1",""
"18739","AT 2017bml","10:16:56.88","+20:15:03.99","","","","","Pan-STARRS1","Pan-STARRS1","PS17bnl","1","1","","21.96","w-PS1","2017-02-24 12:10:04","PS1_Bot1",""
"18740","AT 2017bmm","10:24:19.20","+16:32:02.43","","","","","Pan-STARRS1","Pan-STARRS1","PS17bnm","1","1","","22.14","w-PS1","2017-02-24 12:53:16","PS1_Bot1",""
"18741","AT 2017bmn","10:28:23.77","+18:03:20.47","","","","","Pan-STARRS1","Pan-STARRS1","PS17bnn","1","1","","22.36","w-PS1","2017-02-24 12:53:16","PS1_Bot1",""
"18742","AT 2017bmo","10:25:15.13","+20:02:52.58","","","","","Pan-STARRS1","Pan-STARRS1","PS17bnz","1","1","","21.64","w-PS1","2017-02-24 12:12:57","PS1_Bot1",""
"18743","AT 2017bmp","12:26:42.97","+10:48:56.29","","","","","Pan-STARRS1","Pan-STARRS1","PS17boh","1","1","","20.7","w-PS1","2017-02-24 10:45:07","PS1_Bot1",""
"18744","AT 2017bmq","12:25:33.75","+10:52:21.62","","","","","Pan-STARRS1","Pan-STARRS1","PS17bog","1","1","","20.48","w-PS1","2017-02-24 10:45:07","PS1_Bot1",""
"18745","AT 2017bmr","14:24:56.21","-10:38:02.54","","","","","Pan-STARRS1","Pan-STARRS1","PS17bnt","1","1","","21.24","w-PS1","2017-02-24 14:41:16","PS1_Bot1",""
"18746","AT 2017bms","14:19:52.25","-12:28:14.42","","","","","Pan-STARRS1","Pan-STARRS1","PS17bns","1","1","","21.67","w-PS1","2017-02-24 15:01:26","PS1_Bot1",""
"18747","AT 2017bmt","14:18:59.97","-09:56:52.70","","","","","Pan-STARRS1","Pan-STARRS1","PS17bol","1","1","","21.12","w-PS1","2017-02-24 14:36:57","PS1_Bot1",""
"18748","AT 2017bmu","14:03:44.18","-09:29:21.43","","","","","Pan-STARRS1","Pan-STARRS1","PS17bok","1","1","","20.87","w-PS1","2017-02-24 14:35:31","PS1_Bot1",""
"18749","AT 2017bmv","12:39:49.17","+09:42:52.51","","","","","Pan-STARRS1","Pan-STARRS1","PS17boj","1","1","","20.52","w-PS1","2017-02-24 10:52:19","PS1_Bot1",""
"18750","AT 2017bmw","12:39:41.53","+13:26:31.53","","","","","Pan-STARRS1","Pan-STARRS1","PS17boi","1","1","","20.32","w-PS1","2017-02-24 10:48:00","PS1_Bot1",""
"18751","AT 2017bmx","02:49:17.35","-59:21:58.18","","","","","GaiaAlerts","GaiaAlerts","Gaia17anp","1","1","","18.53","G-Gaia","2017-02-25 08:58:33","Gaia_Bot1",""
"18752","AT 2017bmy","02:43:19.93","-56:11:45.38","","","","","GaiaAlerts","GaiaAlerts","Gaia17anq","1","1","","18.74","G-Gaia","2017-02-06 07:40:48","Gaia_Bot1",""
"18753","AT 2017bmz","09:54:34.54","-72:13:08.98","","","","","GaiaAlerts","GaiaAlerts","Gaia17anr","1","1","","18.21","G-Gaia","2017-02-26 02:25:26","Gaia_Bot1",""
"18754","AT 2017bna","12:18:32.74","-57:40:28.60","","","","","GaiaAlerts","GaiaAlerts","Gaia17ans","1","1","","18.93","G-Gaia","2017-02-25 08:05:16","Gaia_Bot1",""
"18755","AT 2017bnb","13:55:04.13","+06:26:51.70","","","","","Pan-STARRS1","Pan-STARRS1","PS17bpf","1","1","","20.49","w-PS1","2017-02-25 13:04:48","PS1_Bot1",""
"18756","AT 2017bnc","13:55:49.91","+07:28:39.78","","","","","Pan-STARRS1","Pan-STARRS1","PS17bpg","1","1","","20.42","w-PS1","2017-02-25 13:06:14","PS1_Bot1",""
"18757","AT 2017bnd","14:01:05.56","+06:28:04.71","","","","","Pan-STARRS1","Pan-STARRS1","PS17bpm","1","1","","20.75","w-PS1","2017-02-25 13:06:14","PS1_Bot1",""
"18758","AT 2017bne","13:26:57.32","+02:09:16.36","","","","","Pan-STARRS1","Pan-STARRS1","PS17bpc","1","1","","20.91","w-PS1","2017-02-25 12:57:36","PS1_Bot1",""
"18759","AT 2017bnf","13:36:17.31","+04:23:35.39","","","","","Pan-STARRS1","Pan-STARRS1","PS17bpd","1","1","","20.81","w-PS1","2017-02-25 12:59:02","PS1_Bot1",""
"18760","AT 2017bng","13:41:13.69","+00:57:12.13","","","","","Pan-STARRS1","Pan-STARRS1","PS17bpt","1","1","","20.82","w-PS1","2017-02-25 13:01:55","PS1_Bot1",""
"18761","AT 2017bnh","13:46:59.97","+05:29:29.30","","","","","Pan-STARRS1","Pan-STARRS1","PS17bpe","1","1","","19.83","w-PS1","2017-02-25 13:00:28","PS1_Bot1",""
"18762","AT 2017bni","12:06:38.20","-07:01:57.88","","","","","Pan-STARRS1","Pan-STARRS1","PS17bpo","1","1","","20.61","w-PS1","2017-02-21 12:33:07","PS1_Bot1",""
"18763","AT 2017bnj","12:06:08.06","-04:26:47.42","","","","","Pan-STARRS1","Pan-STARRS1","PS17bpn","1","1","","20.75","w-PS1","2017-02-21 12:31:40","PS1_Bot1",""
"18764","AT 2017bnk","12:51:59.35","+04:24:45.34","","","","","Pan-STARRS1","Pan-STARRS1","PS17bot","1","1","","21.2","w-PS1","2017-02-21 11:34:04","PS1_Bot1",""
"18765","AT 2017bnl","12:31:53.33","+03:54:53.53","","","","","Pan-STARRS1","Pan-STARRS1","PS17bos","1","1","","21","w-PS1","2017-02-21 11:26:52","PS1_Bot1",""
"18766","AT 2017bnm","12:23:03.09","-10:47:19.16","","","","","Pan-STARRS1","Pan-STARRS1","PS17bou","1","1","","21.05","w-PS1","2017-02-22 11:45:36","PS1_Bot1",""
"18767","AT 2017bnn","12:52:29.63","-12:23:59.06","","","","","Pan-STARRS1","Pan-STARRS1","PS17bow","1","1","","21.14","w-PS1","2017-02-22 11:52:48","PS1_Bot1",""
"18768","AT 2017bno","12:39:09.58","-14:00:17.96","","","","","Pan-STARRS1","Pan-STARRS1","PS17bov","1","1","","20.9","w-PS1","2017-02-22 12:07:12","PS1_Bot1",""
"18769","AT 2017bnp","13:38:58.39","-01:41:35.71","","","","","Pan-STARRS1","Pan-STARRS1","PS17boy","1","1","","21.91","w-PS1","2017-02-22 13:59:31","PS1_Bot1",""
"18770","AT 2017bnq","13:13:32.87","-06:52:59.34","","","","","Pan-STARRS1","Pan-STARRS1","PS17box","1","1","","20.58","w-PS1","2017-02-22 13:53:45","PS1_Bot1",""
"18771","AT 2017bnr","12:24:02.88","+12:08:37.80","","","","","Pan-STARRS1","Pan-STARRS1","PS17bph","1","1","","21.33","w-PS1","2017-02-24 10:45:07","PS1_Bot1",""
"18772","AT 2017bns","10:42:20.20","+16:00:20.31","","","","","Pan-STARRS1","Pan-STARRS1","PS17bpq","1","1","","21.06","w-PS1","2017-02-24 12:24:28","PS1_Bot1",""
"18773","AT 2017bnt","12:33:17.18","+13:48:59.47","","","","","Pan-STARRS1","Pan-STARRS1","PS17bpi","1","1","","20.29","w-PS1","2017-02-24 10:48:00","PS1_Bot1",""
"18774","AT 2017bnu","14:47:47.16","-09:14:07.29","","","","","Pan-STARRS1","Pan-STARRS1","PS17bpk","1","1","","19.97","w-PS1","2017-02-24 14:48:28","PS1_Bot1",""
"18775","AT 2017bnv","14:07:29.80","-13:25:37.55","","","","","Pan-STARRS1","Pan-STARRS1","PS17bpr","1","1","","20.03","w-PS1","2017-02-24 14:35:31","PS1_Bot1",""
"18776","AT 2017bnw","13:03:08.22","+07:07:16.28","","","","","Pan-STARRS1","Pan-STARRS1","PS17boz","1","1","","20.7","w-PS1","2017-02-25 12:53:16","PS1_Bot1",""
"18777","AT 2017bnx","13:22:00.47","+04:27:06.72","","","","","Pan-STARRS1","Pan-STARRS1","PS17bps","1","1","","20.67","w-PS1","2017-02-25 12:56:09","PS1_Bot1",""
"18778","AT 2017bny","13:13:19.11","+06:03:16.95","","","","","Pan-STARRS1","Pan-STARRS1","PS17bpb","1","1","","20.85","w-PS1","2017-02-25 12:54:43","PS1_Bot1",""
"18779","AT 2017bnz","13:38:05.96","-57:22:20.53","","","","","GaiaAlerts","GaiaAlerts","Gaia17ana","1","1","","18.41","G-Gaia","2017-02-22 07:59:31","Gaia_Bot1",""
"18780","SN 2017boa","14:30:31.63","+52:42:15.57","SN Ia","","SDSS J143031.19+524225.8","0.045","","","","1","1","2017-03-01","19","r-Sloan","2017-01-18 15:00:00","Boquien",""
"18781","AT 2017bob","09:13:21.32","+07:19:54.42","","","","","Pan-STARRS1","Pan-STARRS1","PS17bqg","1","1","","20.95","w-PS1","2017-02-27 08:32:38","PS1_Bot1",""
"18782","AT 2017boc","09:13:18.09","+07:17:06.03","","","","","Pan-STARRS1","Pan-STARRS1","PS17bqf","1","1","","21.27","w-PS1","2017-02-27 08:32:38","PS1_Bot1",""
"18783","AT 2017bod","09:32:53.22","+06:25:24.16","","","","","Pan-STARRS1","Pan-STARRS1","PS17bqi","1","1","","21.06","w-PS1","2017-02-27 08:34:04","PS1_Bot1",""
"18784","AT 2017boe","09:17:58.91","+00:42:40.04","","","","","Pan-STARRS1","Pan-STARRS1","PS17bqh","1","1","","20.95","w-PS1","2017-02-27 08:47:02","PS1_Bot1",""
"18785","AT 2017bof","09:38:09.13","+05:20:37.44","","","","","Pan-STARRS1","Pan-STARRS1","PS17bpu","1","1","","21.34","w-PS1","2017-02-27 08:38:24","PS1_Bot1",""
"18786","AT 2017bog","09:37:25.65","+02:06:01.64","","","","","Pan-STARRS1","Pan-STARRS1","PS17bqj","1","1","","21.55","w-PS1","2017-02-27 08:35:31","PS1_Bot1",""
"18787","AT 2017boh","09:39:42.26","+01:17:09.61","","","","","Pan-STARRS1","Pan-STARRS1","PS17bqk","1","1","","21.25","w-PS1","2017-02-27 08:35:31","PS1_Bot1",""
"18788","AT 2017boi","09:52:17.10","+20:49:58.88","","","","","Pan-STARRS1","Pan-STARRS1","PS17bpw","1","1","","21.31","w-PS1","2017-02-22 06:51:50","PS1_Bot1",""
"18789","AT 2017boj","09:41:47.08","+15:58:29.63","","","","","Pan-STARRS1","Pan-STARRS1","PS17bpv","1","1","","21.75","w-PS1","2017-02-22 08:06:43","PS1_Bot1",""
"18790","AT 2017bok","11:57:34.44","-05:05:05.09","","","","","Pan-STARRS1","Pan-STARRS1","PS17bpy","1","1","","20.75","w-PS1","2017-02-21 12:31:40","PS1_Bot1",""
"18791","AT 2017bol","11:12:32.98","+16:54:17.96","","","","","Pan-STARRS1","Pan-STARRS1","PS17bpx","1","1","","21.01","w-PS1","2017-02-22 09:01:26","PS1_Bot1",""
"18792","AT 2017bom","10:03:41.00","-05:06:58.22","","","","","Pan-STARRS1","Pan-STARRS1","PS17bqa","1","1","","21.25","w-PS1","2017-02-25 10:23:31","PS1_Bot1",""
"18793","AT 2017bon","12:39:09.83","-14:00:17.36","","","","","Pan-STARRS1","Pan-STARRS1","PS17bpz","1","1","","20.89","w-PS1","2017-02-22 11:49:55","PS1_Bot1",""
"18794","AT 2017boo","14:36:36.58","-14:35:29.02","","","","","Pan-STARRS1","Pan-STARRS1","PS17bqc","1","1","","20.56","w-PS1","2017-02-24 14:44:09","PS1_Bot1",""
"18795","AT 2017bop","12:36:19.58","+10:22:25.22","","","","","Pan-STARRS1","Pan-STARRS1","PS17bqb","1","1","","21.1","w-PS1","2017-02-24 10:49:26","PS1_Bot1",""
"18796","AT 2017boq","09:12:41.85","+06:42:13.47","","","","","Pan-STARRS1","Pan-STARRS1","PS17bqe","1","1","","21.25","w-PS1","2017-02-27 08:32:38","PS1_Bot1",""
"18797","AT 2017bor","14:55:23.75","-13:05:05.82","","","","","Pan-STARRS1","Pan-STARRS1","PS17bqd","1","1","","20.33","w-PS1","2017-02-24 14:47:02","PS1_Bot1",""
"18798","SN 2017bos","09:46:29.98","-21:34:19.78","SN Ia","","NGC 2996","0.02927","ASAS-SN","ASAS-SN","ASASSN-17df","1","1","","16.4","V-Johnson","2017-03-01 01:55:12","Stanek",""
"18799","AT 2017bot","02:23:41.38","-32:12:55.73","","","","","GaiaAlerts","GaiaAlerts","Gaia17ant","1","1","","20.07","G-Gaia","2017-02-10 17:09:36","Gaia_Bot1",""
"18801","AT 2017bov","11:05:00.68","-62:38:23.03","","","","","GaiaAlerts","GaiaAlerts","Gaia17anv","1","1","","17.63","G-Gaia","2017-02-26 20:15:21","Gaia_Bot1",""
"18802","AT 2017bow","10:26:53.21","-65:59:29.69","","","","","GaiaAlerts","GaiaAlerts","Gaia17anw","1","1","","18.81","G-Gaia","2017-02-27 02:21:07","Gaia_Bot1",""
"18803","AT 2017box","04:20:39.76","-62:45:00.76","","","","","GaiaAlerts","GaiaAlerts","Gaia17anx","1","1","","15.15","G-Gaia","2017-02-27 02:52:48","Gaia_Bot1",""
"18886","AT 2017bsc","01:51:10.07","-03:29:47.00","","","","","GaiaAlerts","GaiaAlerts","Gaia17any","1","1","","19.53","G-Gaia","2017-02-17 11:35:31","Gaia_Bot1",""
"19020","AT 2017bxg","10:40:34.73","-02:20:36.69","","","","","ATLAS","ATLAS","ATLAS17bjp","1","1","","18.86","cyan-ATLAS","2017-02-24 12:10:04","ATLAS_Bot1",""
"19028","AT 2017bxo","00:12:07.72","+42:28:26.40","","","","","GaiaAlerts","GaiaAlerts","Gaia17anz","1","1","","18.2","G-Gaia","2017-02-28 12:34:33","Gaia_Bot1",""
"19029","AT 2017bxp","15:03:31.92","+31:37:19.74","","","","","GaiaAlerts","GaiaAlerts","Gaia17aoa","1","1","","18.88","G-Gaia","2017-03-01 00:33:07","Gaia_Bot1",""
"19030","AT 2017bxq","18:50:51.89","+64:30:44.35","","","","","GaiaAlerts","GaiaAlerts","Gaia17aoc","1","1","","18.77","G-Gaia","2017-02-28 17:39:50","Gaia_Bot1",""
"19031","AT 2017bxr","04:47:24.44","-54:16:56.14","","","","","GaiaAlerts","GaiaAlerts","Gaia17aod","1","1","","18.62","G-Gaia","2017-03-01 02:58:33","Gaia_Bot1",""
"19032","AT 2017bxs","11:00:16.06","-56:34:25.10","","","","","GaiaAlerts","GaiaAlerts","Gaia17aoe","1","1","","16.54","G-Gaia","2017-02-28 14:13:55","Gaia_Bot1",""
"19033","AT 2017bxt","11:22:28.90","-52:01:13.73","","","","","GaiaAlerts","GaiaAlerts","Gaia17aof","1","1","","18.48","G-Gaia","2017-02-28 21:56:09","Gaia_Bot1",""
"19034","AT 2017bxu","11:29:06.91","-51:12:20.12","","","","","GaiaAlerts","GaiaAlerts","Gaia17aog","1","1","","18.01","G-Gaia","2017-02-28 20:08:09","Gaia_Bot1",""
"19035","AT 2017bxv","00:49:41.02","+29:49:32.95","","","","","GaiaAlerts","GaiaAlerts","Gaia17aoh","1","1","","17.69","G-Gaia","2017-03-01 04:32:09","Gaia_Bot1",""
"19036","AT 2017bxw","13:24:44.33","-14:23:35.66","","","","","GaiaAlerts","GaiaAlerts","Gaia17aoi","1","1","","19.29","G-Gaia","2017-02-28 19:26:24","Gaia_Bot1",""
"19037","AT 2017bxx","02:41:26.94","+65:22:10.02","","","","","PTSS","PTSS","PTSS-17iek","1","1","","18.5","r-Sloan","2017-03-02 10:57:36","Li",""
"19038","AT 2017bxy","21:07:27.11","+58:35:01.14","","","","","GaiaAlerts","GaiaAlerts","Gaia17aoj","1","1","","18.9","G-Gaia","2017-03-02 07:10:33","Gaia_Bot1",""
"19039","AT 2017bxz","21:52:56.56","+59:18:19.30","","","","","GaiaAlerts","GaiaAlerts","Gaia17aok","1","1","","18.89","G-Gaia","2017-03-01 11:16:48","Gaia_Bot1",""
"19040","AT 2017bya","14:00:49.17","+01:38:31.81","","","","","GaiaAlerts","GaiaAlerts","Gaia17aol","1","1","","18.95","G-Gaia","2017-03-01 07:07:40","Gaia_Bot1",""
"19041","AT 2017byb","08:23:58.68","-06:53:54.21","","","","","ATLAS","ATLAS","ATLAS17bje","1","1","","18.53","cyan-ATLAS","2017-03-04 07:55:12","ATLAS_Bot1",""
"19042","AT 2017byc","15:10:01.42","+07:46:43.99","","","","","ATLAS","ATLAS","ATLAS17biz","1","1","","18.09","cyan-ATLAS","2017-02-24 15:47:31","ATLAS_Bot1",""
"19043","AT 2016jhh","11:23:30.81","-08:39:11.59","","","","","ATLAS","ATLAS","ATLAS17bja","1","1","","18.8","cyan-ATLAS","2016-06-09 07:19:12","ATLAS_Bot1",""
"19044","AT 2017byd","12:42:52.73","-14:18:18.90","","","","","Pan-STARRS1","Pan-STARRS1","PS17bqn","1","1","","20.72","w-PS1","2017-02-22 11:51:21","PS1_Bot1",""
"19045","AT 2017bye","12:56:03.65","-01:57:32.25","","","","","Pan-STARRS1","Pan-STARRS1","PS17bqm","1","1","","21.29","w-PS1","2017-02-21 12:47:31","PS1_Bot1",""
"19046","AT 2017byf","09:44:48.52","+04:08:41.90","","","","","Pan-STARRS1","Pan-STARRS1","PS17bqp","1","1","","21.38","w-PS1","2017-02-27 08:38:24","PS1_Bot1",""
"19047","AT 2017byg","13:03:53.20","-06:34:01.79","","","","","Pan-STARRS1","Pan-STARRS1","PS17bqo","1","1","","20.63","w-PS1","2017-02-22 13:53:45","PS1_Bot1",""
"19048","AT 2017byh","07:41:25.69","+08:06:07.53","","","GALEXASC J074125.73+080609.5","","PTSS","PTSS","PTSS-17iyj","1","1","","18.8","r-Sloan","2017-03-03 12:08:16","Li",""
"19049","AT 2017byi","08:23:32.74","+01:15:42.48","","","SDSS J082332.69+011541.8","","PTSS","PTSS","PTSS-17iwq","1","1","","19.7","r-Sloan","2017-03-03 13:31:49","Li",""
"19050","AT 2017byj","15:20:07.83","+11:52:37.51","","","","","ATLAS","ATLAS","ATLAS17bkb","1","1","","18.25","cyan-ATLAS","2017-03-04 14:39:50","ATLAS_Bot1",""
"19051","AT 2017byk","10:32:37.60","+43:48:24.13","","","","","ATLAS","ATLAS","ATLAS17bjy","1","1","","17.64","cyan-ATLAS","2017-03-05 09:00:00","ATLAS_Bot1",""
"19052","AT 2017byl","13:08:50.61","+16:42:18.09","","","","","ATLAS","ATLAS","ATLAS17bkp","1","1","","18.22","cyan-ATLAS","2017-02-25 12:54:43","ATLAS_Bot1",""
