"ID","Name","RA","DEC","Type","Redshift","Host Name","Host Redshift","Source Group","Associated Group/s","Disc. Internal Name","TNS AT","Public","End Prop. Period","Discovery Mag","Discovery Mag Filter","Discovery Date (UT)","Sender"
"14872","AT 2016gdg","17:43:11.47","+37:36:35.30","","","","","Pan-STARRS1","ATS, DAO_OTS, DES, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","PS16ehu","1","1","","19.72","r-Sloan","2016-09-08 06:02:52","PS1_Bot1"
"14873","AT 2016gdh","17:26:53.20","+38:01:05.04","","","","","Pan-STARRS1","ATS, DAO_OTS, DES, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","PS16eht","1","1","","21.13","r-Sloan","2016-09-08 05:54:14","PS1_Bot1"
"14874","AT 2016gdi","21:03:33.07","-09:20:52.36","","","","","Pan-STARRS1","ATS, DAO_OTS, DES, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","PS16ehw","1","1","","19.74","r-Sloan","2016-09-08 07:04:48","PS1_Bot1"
"14875","AT 2016gdj","17:51:59.93","+34:08:55.93","","","","","Pan-STARRS1","ATS, DAO_OTS, DES, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","PS16ehv","1","1","","21.16","r-Sloan","2016-09-08 06:05:45","PS1_Bot1"
"14876","AT 2016gdk","21:56:25.36","-09:33:49.24","","","","","Pan-STARRS1","ATS, DAO_OTS, DES, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","PS16ehy","1","1","","21.2","r-Sloan","2016-09-08 07:14:52","PS1_Bot1"
"14877","AT 2016gdl","21:46:26.87","-10:25:06.27","","","","","Pan-STARRS1","ATS, DAO_OTS, DES, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","PS16ehx","1","1","","20.13","r-Sloan","2016-09-08 07:13:26","PS1_Bot1"
"14885","SN 2016gdt","21:52:22.55","+03:25:18.50","SN Ia-91bg-like","0.028907","IC 1407","","ISSP","ATS, DAO_OTS, DES, iPTF, ISSP, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","","1","1","","18.3","Clear-","2016-09-08 23:31:12","Ciabattari"
"14886","SN 2016gdu","04:10:31.49","-54:41:06.72","SN Ia-91T-like","0.043","LSBG F156-039","0.043707","ASAS-SN","ASAS-SN, ATS, DAO_OTS, DES, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","ASASSN-16kk","1","1","","16.9","V-Johnson","2016-09-09 05:45:36","Stanek"
"14902","AT 2016gek","01:49:03.18","-09:13:38.00","","","","","Pan-STARRS1","ATS, DAO_OTS, DES, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","PS16eic","1","1","","20.56","w-PS1","2016-09-08 12:46:04","PS1_Bot1"
"14903","AT 2016gel","01:29:33.96","-09:25:14.40","","","","","Pan-STARRS1","ATS, DAO_OTS, DES, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","PS16eia","1","1","","21.41","w-PS1","2016-09-08 12:46:04","PS1_Bot1"
"14904","AT 2016gem","21:48:21.39","-22:53:58.89","","","","","Pan-STARRS1","ATS, DAO_OTS, DES, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","PS16eib","1","1","","20.7","w-PS1","2016-09-08 09:27:21","PS1_Bot1"
"14905","AT 2016gen","16:51:56.85","+25:55:26.67","","","","","ATLAS","ATLAS, ATS, DAO_OTS, DES, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","ATLAS16crl","1","1","","17.93","cyan-ATLAS","2016-09-06 06:37:26","ATLAS_Bot1"
"14906","AT 2016geo","16:14:27.44","+25:41:37.10","","","","","ATLAS","ATLAS, ATS, DAO_OTS, DES, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","ATLAS16cro","1","1","","18.53","cyan-ATLAS","2016-09-06 06:05:45","ATLAS_Bot1"
"14907","AT 2016gep","18:07:29.93","+26:06:02.94","","","","","ATLAS","ATLAS, ATS, DAO_OTS, DES, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","ATLAS16crp","1","1","","18.46","cyan-ATLAS","2016-09-06 07:19:12","ATLAS_Bot1"
"14908","AT 2016geq","23:31:58.52","+28:56:51.70","","","MRK 0930S","0.018","TNTS","ATS, DAO_OTS, DES, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, TNTS, XOSS, XTSS","","1","1","","17.81","Clear-","2016-09-09 16:02:03","Li"
"14909","AT 2016ger","16:57:34.09","+42:19:04.00","","","SDSS J165734.33+421902.7","","TNTS","ATS, DAO_OTS, DES, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, TNTS, XOSS, XTSS","","1","1","","19.3","Clear-","2016-09-09 12:33:35","Li"
"14918","AT 2016gfa","01:21:52.81","-09:02:40.76","","","","","Pan-STARRS1","ATS, DAO_OTS, DES, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","PS16eie","1","1","","21.57","w-PS1","2016-09-08 12:41:45","PS1_Bot1"
"14919","AT 2016gfb","00:03:58.88","-10:13:20.12","","","","","Pan-STARRS1","ATS, DAO_OTS, DES, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","PS16eid","1","1","","20.68","w-PS1","2016-09-08 11:25:26","PS1_Bot1"
"14920","AT 2016gfc","01:27:02.90","-09:18:36.81","","","","","Pan-STARRS1","ATS, DAO_OTS, DES, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","PS16eig","1","1","","20.12","w-PS1","2016-09-08 12:41:45","PS1_Bot1"
"14921","AT 2016gfd","01:24:46.83","-09:05:20.64","","","","","Pan-STARRS1","ATS, DAO_OTS, DES, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","PS16eif","1","1","","19.69","w-PS1","2016-09-08 12:41:45","PS1_Bot1"
"14922","AT 2016gfe","21:36:45.27","-20:33:19.11","","","","","Pan-STARRS1","ATS, DAO_OTS, DES, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","PS16eii","1","1","","20.6","w-PS1","2016-09-08 09:24:28","PS1_Bot1"
"14923","AT 2016gff","21:35:31.55","-18:54:13.25","","","","","Pan-STARRS1","ATS, DAO_OTS, DES, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","PS16eih","1","1","","20.26","w-PS1","2016-09-08 09:24:28","PS1_Bot1"
"14925","AT 2016gfh","23:30:00.44","+40:59:21.22","","","","","Pan-STARRS1","ATS, DAO_OTS, DES, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","PS16eil","1","1","","20.37","r-Sloan","2016-09-12 09:01:26","PS1_Bot1"
"14928","AT 2016gfk","01:14:06.47","-32:39:25.80","","","IC1657","","BOSS","ATS, BOSS, DAO_OTS, DES, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","","1","1","","17","Clear-","2016-09-11 11:36:28","Parker"
"14934","AT 2016gfq","02:05:52.27","-08:06:07.38","","","","","Pan-STARRS1","ATS, DAO_OTS, DES, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","PS16eij","1","1","","21.32","w-PS1","2016-09-08 13:45:07","PS1_Bot1"
"14935","AT 2016gfr","18:19:35.57","+23:47:09.20","","","PGC 1693718","","POSS","ATS, DAO_OTS, DES, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, POSS, SkyMapper, XOSS, XTSS","","1","1","","17.6","Clear-","2016-09-12 05:22:23","Puckett"
"14936","AT 2016gfs","09:02:58.51","+62:38:57.91","","","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bfv","1","1","","18.76","G-Gaia","2016-09-08 19:06:14","Gaia_Bot1"
"14937","AT 2016gft","01:21:44.06","-11:46:10.22","","","","","ATLAS","ATLAS, ATS, DAO_OTS, DES, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","ATLAS16csb","1","1","","17.9","cyan-ATLAS","2016-09-08 12:25:55","ATLAS_Bot1"
"14938","AT 2016gfu","00:10:36.44","-06:38:08.97","","","","","ATLAS","ATLAS, ATS, DAO_OTS, DES, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","ATLAS16crz","1","1","","18.24","cyan-ATLAS","2016-09-08 11:25:26","ATLAS_Bot1"
"14939","AT 2016gfv","03:28:44.92","-13:52:08.02","","","","","ATLAS","ATLAS, ATS, DAO_OTS, DES, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","ATLAS16csa","1","1","","17.65","cyan-ATLAS","2016-09-08 14:51:21","ATLAS_Bot1"
"14940","AT 2016gfw","03:13:50.81","-18:31:01.81","","","","","ATLAS","ATLAS, ATS, DAO_OTS, DES, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","ATLAS16cru","1","1","","17.96","cyan-ATLAS","2016-09-08 14:34:04","ATLAS_Bot1"
"14941","AT 2016gfx","14:40:44.52","+14:21:58.54","","","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bfw","1","1","","16.74","G-Gaia","2016-09-09 17:49:55","Gaia_Bot1"
"14942","AT 2016gfy","07:26:43.67","+85:45:51.70","","","NGC2276","","","ATS, DAO_OTS, DES, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","","1","1","","16.3","Clear-","2016-09-13 02:29:24","Dimai"
"14943","AT 2016gfz","02:49:02.20","-08:29:17.52","","","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bfx","1","1","","17.76","G-Gaia","2016-09-09 04:40:48","Gaia_Bot1"
"14944","AT 2016gga","21:19:22.69","-61:00:47.05","","","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bfy","1","1","","18.53","G-Gaia","2016-09-09 10:12:00","Gaia_Bot1"
"14945","AT 2016ggb","01:53:12.54","-49:33:39.47","","","ESO 197-G 010","0.020588","ASAS-SN","ASAS-SN, ATS, DAO_OTS, DES, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","ASASSN-16km","1","1","","16.3","V-Johnson","2016-09-12 08:09:36","Brown"
"14946","AT 2016ggc","23:52:03.62","+39:30:50.49","","","","","Pan-STARRS1","ATS, DAO_OTS, DES, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","PS16eim","1","1","","19.48","r-Sloan","2016-09-12 09:11:31","PS1_Bot1"
"14947","AT 2016ggd","01:12:32.46","-17:27:18.22","","","","","ATLAS","ATLAS, ATS, DAO_OTS, DES, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","ATLAS16csz","1","1","","18.33","cyan-ATLAS","2016-09-08 12:28:48","ATLAS_Bot1"
"14948","AT 2016gge","00:20:40.04","-13:53:40.32","","","","","ATLAS","ATLAS, ATS, DAO_OTS, DES, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","ATLAS16ctf","1","1","","18.83","orange-ATLAS","2016-09-12 12:25:55","ATLAS_Bot1"
"14949","AT 2016ggf","01:50:57.05","-22:46:01.81","","","","","ATLAS","ATLAS, ATS, DAO_OTS, DES, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","ATLAS16cth","1","1","","18.5","orange-ATLAS","2016-09-12 13:07:40","ATLAS_Bot1"
"14950","AT 2016ggg","01:31:57.60","-33:38:38.81","","","","","ATLAS","ATLAS, ATS, DAO_OTS, DES, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","ATLAS16csy","1","1","","18.19","orange-ATLAS","2016-08-16 14:41:16","ATLAS_Bot1"
"14951","AT 2016ggh","02:05:20.79","-19:29:56.33","","","","","ATLAS","ATLAS, ATS, DAO_OTS, DES, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","ATLAS16ctd","1","1","","18.4","orange-ATLAS","2016-09-12 13:32:09","ATLAS_Bot1"
"14952","AT 2016ggi","02:04:14.85","-08:08:28.75","","","","","ATLAS","ATLAS, ATS, DAO_OTS, DES, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","ATLAS16ctg","1","1","","18.3","orange-ATLAS","2016-09-12 13:24:57","ATLAS_Bot1"
"14953","AT 2016ggj","02:45:40.95","-13:27:55.76","","","","","ATLAS","ATLAS, ATS, DAO_OTS, DES, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","ATLAS16ctc","1","1","","18.7","orange-ATLAS","2016-09-12 14:32:38","ATLAS_Bot1"
"14954","AT 2016ggk","02:23:53.43","-33:54:31.24","","","","","ATLAS","ATLAS, ATS, DAO_OTS, DES, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","ATLAS16cte","1","1","","18.37","orange-ATLAS","2016-09-12 14:25:26","ATLAS_Bot1"
"14955","AT 2016ggl","08:11:32.29","+58:27:05.33","","","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bfz","1","1","","18.73","G-Gaia","2016-09-09 21:00:00","Gaia_Bot1"
"14956","AT 2016ggm","16:45:59.82","-36:13:02.75","","","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bga","1","1","","18.39","G-Gaia","2016-09-09 10:56:38","Gaia_Bot1"
"14957","AT 2016ggn","06:47:55.95","+55:36:40.75","","","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bgb","1","1","","18.34","G-Gaia","2016-09-09 09:12:57","Gaia_Bot1"
"14958","AT 2016ggo","08:42:30.29","+56:49:02.46","","","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bgc","1","1","","18.65","G-Gaia","2016-09-10 19:10:33","Gaia_Bot1"
"14959","AT 2016ggp","20:32:39.47","-56:58:36.73","","","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bgd","1","1","","18.27","G-Gaia","2016-09-10 16:19:12","Gaia_Bot1"
"14960","AT 2016ggq","03:23:52.97","-00:33:18.32","","","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bge","1","1","","18.01","G-Gaia","2016-09-10 10:29:16","Gaia_Bot1"
"14961","AT 2016ggr","15:42:16.20","-09:37:17.80","","","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bgh","1","1","","18.54","G-Gaia","2016-08-12 05:42:43","Gaia_Bot1"
"14962","AT 2016ggs","07:54:54.91","+53:50:48.48","","","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bgi","1","1","","17.87","G-Gaia","2016-09-11 03:04:19","Gaia_Bot1"
"14963","AT 2016ggt","18:17:44.24","-42:44:19.72","","","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bgj","1","1","","18.62","G-Gaia","2016-09-11 10:43:40","Gaia_Bot1"
"14964","AT 2016ggu","03:25:41.82","-03:08:30.37","","","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bgl","1","1","","18","G-Gaia","2016-08-15 10:35:02","Gaia_Bot1"
"14965","AT 2016ggv","17:56:32.25","-42:29:51.14","","","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bgm","1","1","","18.33","G-Gaia","2016-09-10 22:46:33","Gaia_Bot1"
"14966","AT 2016ggw","22:11:30.45","-56:19:36.70","","","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bgn","1","1","","18.35","G-Gaia","2016-09-11 04:07:40","Gaia_Bot1"
"14967","AT 2016ggx","19:08:42.88","-51:02:40.31","","","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bgo","1","1","","18.48","G-Gaia","2016-09-10 22:32:09","Gaia_Bot1"
"14968","AT 2016ggy","18:10:08.39","-41:49:47.06","","","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bgp","1","1","","17.16","G-Gaia","2016-09-11 10:45:07","Gaia_Bot1"
"14969","AT 2016ggz","05:58:45.47","+39:15:33.19","","","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bgq","1","1","","15.27","G-Gaia","2016-09-11 13:45:07","Gaia_Bot1"
"14970","AT 2016gha","17:33:56.56","-33:09:49.90","","","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bgr","1","1","","19.16","G-Gaia","2016-09-11 16:55:12","Gaia_Bot1"
"14971","AT 2016ghb","09:13:04.83","+53:01:46.02","","","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bgs","1","1","","18.9","G-Gaia","2016-09-12 08:54:14","Gaia_Bot1"
"14972","AT 2016ghc","12:11:22.13","+48:32:07.08","","","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bgt","1","1","","17.31","G-Gaia","2016-09-12 02:24:00","Gaia_Bot1"
"14973","AT 2016ghd","17:14:17.69","-25:42:16.02","","","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bgu","1","1","","18.62","G-Gaia","2016-09-12 05:03:50","Gaia_Bot1"
"14974","AT 2016ghe","22:01:18.54","-53:20:41.78","","","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bgv","1","1","","20.43","G-Gaia","2016-09-12 16:10:33","Gaia_Bot1"
"14975","AT 2016ghf","07:01:04.98","+39:26:31.81","","","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bgw","1","1","","18.27","G-Gaia","2016-09-13 13:36:28","Gaia_Bot1"
"14976","AT 2016ghg","16:30:22.82","-07:18:21.74","","","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bgx","1","1","","18.9","G-Gaia","2016-09-12 23:24:00","Gaia_Bot1"
"14977","AT 2016ghh","02:06:19.78","-33:08:21.98","","","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bgy","1","1","","18.17","G-Gaia","2016-09-12 17:11:02","Gaia_Bot1"
